account_no,customer_name,branch_id,branch_name,brand,model_code,vehicle_category,gross_principal_amount,down_payment,principal_loan_amount,term_years,term_months,factor_rate,total_payable,monthly_amortization,current_term,remaining_terms,term_progress_ratio,monthly_income,dti_ratio,employment_type,residential_ownership,length_of_stay_years,marital_status,dependents_count,payment_method_preference,behavioral_archetype,ci_negative_flags,has_phone_bounce,rebate_streak,late_penalty_streak,overdue_count,partial_payment_ratio,on_time_reliability,current_status,total_paid_gross,total_penalties_paid,total_paid_net,principal_paid,remaining_principal,total_arrears,early_settlement_amount,early_savings,buyout_propensity,will_default_90d,early_settlement_target
ACC-2030085,"Reyes, Joy",3,TUBOD,YAMAHA,MIO GEAR 125,Scooter,76400.0,19400.0,57000.0,2,24,1.48,84360.0,3515.0,2,22,0.083,45800.0,0.077,Micro-Business / Sari-Sari / Eatery Owner,Rented House / Apartment,8.3,Single,1,GCash / Maya,PRIME_CONSISTENT,1,0,5,0,0,0.96,0.914,active,6748.8,0.0,6748.8,4560.0,52440.0,0.0,66074.4,11536.8,LOW,1,0
ACC-2030086,"Alcantara, Michael",1,LALA,HONDA,WAVE RSX,Underbone,61900.0,13600.0,48300.0,3,36,1.72,83076.0,2307.67,9,27,0.25,19300.0,0.12,Retail Store / Security / Service Crew,Owned (Clean Land Title),5.9,Married,0,GCash / Maya,PRIME_CONSISTENT,0,0,9,0,0,1.0,0.944,active,20769.03,0.0,20769.03,12075.02,36224.98,0.0,45643.47,16663.5,LOW,0,0
ACC-2030087,"Salazar, Reynaldo",3,TUBOD,YAMAHA,NMAX 155,Maxi-Scooter,150400.0,16900.0,133500.0,3,36,1.72,229620.0,6378.33,33,3,0.917,27800.0,0.229,Tricycle / Habal-Habal / Courier Driver,Owned (Clean Land Title),11.2,Married,2,Cash at Counter,PRIME_CONSISTENT,1,0,1,0,0,0.97,0.904,active,204170.34,0.0,204170.34,118703.69,14796.31,0.0,25449.65,0.0,LOW,0,0
ACC-2030088,"Perez, Fatima",2,KAPATAGAN,HONDA,WAVE RSX,Underbone,67900.0,7700.0,60200.0,2,24,1.48,89096.0,3712.33,20,4,0.833,34600.0,0.107,BPO / Tech / Remote Specialist,Living with Parents / Family Compound,6.3,Single,1,Field Agent Collector,PRIME_CONSISTENT,0,0,9,0,0,1.0,0.988,active,74246.6,0.0,74246.6,50166.62,10033.38,0.0,14849.4,0.0,LOW,0,0
ACC-2030089,"Alcantara, Reynaldo",2,KAPATAGAN,YAMAHA,MIO SPORTY,Scooter,75400.0,11900.0,63500.0,3,36,1.72,109220.0,3033.89,25,11,0.694,18000.0,0.169,Agriculture / Rice / Coconut Farmer,Rented House / Apartment,6.4,Single,4,Bank Transfer,SEASONAL_HARVEST,0,0,0,0,1,1.01,0.836,delinquent,76605.72,0.0,76605.72,44538.21,18961.79,3233.89,32614.28,0.0,LOW,0,0
ACC-2030090,"Salazar, Arnel",1,LALA,YAMAHA,AEROX 155,Sport Scooter,125400.0,17800.0,107600.0,1,12,1.26,135576.0,11298.0,5,7,0.417,101000.0,0.112,OFW Remittance / Seafarer Family,Living with Parents / Family Compound,7.9,Married,0,GCash / Maya,PRIME_CONSISTENT,2,0,2,1,0,0.96,0.851,active,54230.4,200.0,54030.4,42881.27,64718.73,0.0,81545.6,0.0,LOW,0,0
ACC-2030091,"Castillo, Alexander",1,LALA,KAWASAK,P24KK,Backbone/Tricycle,59000.0,11900.0,47100.0,2,24,1.48,69708.0,2904.5,23,1,0.958,35700.0,0.081,Micro-Business / Sari-Sari / Eatery Owner,Living with Parents / Family Compound,5.4,Head of Household,3,GCash / Maya,PRIME_CONSISTENT,0,0,18,0,0,1.0,0.995,active,66803.5,0.0,66803.5,45137.5,1962.5,0.0,2904.5,0.0,HIGH,0,1
ACC-2030092,"Torres, Reynaldo",2,KAPATAGAN,KAWASAK,CLICK 125I,Scooter,80500.0,13500.0,67000.0,2,24,1.48,99160.0,4131.67,1,23,0.042,20300.0,0.204,Tricycle / Habal-Habal / Courier Driver,Rented House / Apartment,10.6,Married,2,Bank Transfer,CHRONIC_OVERDUE,1,0,0,3,2,0.85,0.641,delinquent,3511.92,600.0,2911.92,1967.51,65032.49,8663.34,81940.94,14307.15,LOW,0,0
ACC-2030093,"Retiza, Rolando",1,LALA,HONDA,TMX125 ALPHA,Backbone/Utility,57900.0,11900.0,46000.0,2,24,1.48,68080.0,2836.67,12,12,0.5,15700.0,0.181,Agriculture / Rice / Coconut Farmer,Owned (Clean Land Title),5.1,Married,2,Bank Transfer,SEASONAL_HARVEST,2,0,2,0,0,1.06,0.792,active,36082.44,0.0,36082.44,24380.03,21619.97,0.0,31997.56,0.0,LOW,0,0
ACC-2030094,"Torres, Kenneth",1,LALA,YAMAHA,MIO GEAR 125,Scooter,79400.0,14800.0,64600.0,2,24,1.48,95608.0,3983.67,2,22,0.083,30300.0,0.131,Skilled Tradesman / Welder / Carpenter,Owned (Clean Land Title),10.5,Married,1,GCash / Maya,PRIME_CONSISTENT,0,0,2,0,0,1.0,0.945,active,7967.34,0.0,7967.34,5383.34,59216.66,0.0,74612.99,13027.67,LOW,0,0
ACC-2030095,"De Leon, Shirley",1,LALA,HONDA,ADV160,Adventure Scooter,168400.0,23200.0,145200.0,3,36,1.72,249744.0,6937.33,28,8,0.778,69200.0,0.1,Government / Public Teacher / Uniformed,Owned (Clean Land Title),4.7,Single,4,GCash / Maya,PRIME_CONSISTENT,0,0,11,0,0,1.0,0.976,active,194245.24,0.0,194245.24,112933.28,32266.72,0.0,55498.76,0.0,LOW,0,0
ACC-2030096,"Castillo, Noel",3,TUBOD,KAWASAKI,P24KK (BARAKO II),Backbone/Tricycle,70000.0,18800.0,51200.0,1,12,1.26,64512.0,5376.0,2,10,0.167,58600.0,0.092,Healthcare / Nurse / Medical Staff,Rented House / Apartment,3.2,Married,3,Cash at Counter,SEVERE_DEFAULT_HAZARD,2,1,0,4,3,0.31,0.132,defaulted,3333.12,800.0,2533.12,2010.41,49189.59,16728.0,61978.88,0.0,LOW,1,0
ACC-2030097,"Torres, Juan",3,TUBOD,YAMAHA,MIO GEAR 125,Scooter,76400.0,11100.0,65300.0,3,36,1.72,112316.0,3119.89,36,0,1.0,34300.0,0.091,Tricycle / Habal-Habal / Courier Driver,Living with Parents / Family Compound,12.5,Head of Household,1,Bank Transfer,PRIME_CONSISTENT,1,0,5,1,0,0.98,0.911,active,110069.72,200.0,109869.72,63877.74,1422.26,0.0,2446.29,0.0,LOW,0,0
ACC-2030098,"Macapagal, Arnel",2,KAPATAGAN,YAMAHA,SNIPER 155,Sport Underbone,126900.0,19100.0,107800.0,3,36,1.72,185416.0,5150.44,35,1,0.972,66800.0,0.077,BPO / Tech / Remote Specialist,Owned (Clean Land Title),7.7,Single,2,GCash / Maya,ADVANCE_PREPAYER,0,0,23,0,0,1.0285714285714285,1.0,active,185415.84,0.0,185415.84,107799.91,0.09,0.0,0.15,0.0,LOW,0,0
ACC-2030099,"Retiza, Rowena",3,TUBOD,SUZUKI,BURGMAN STREET 125,Maxi-Scooter,83400.0,16700.0,66700.0,2,24,1.48,98716.0,4113.17,9,15,0.375,42800.0,0.096,Micro-Business / Sari-Sari / Eatery Owner,Rented House / Apartment,6.2,Married,1,GCash / Maya,PRIME_CONSISTENT,0,0,4,1,0,0.97,0.905,active,35907.97,200.0,35707.97,24127.01,42572.99,0.0,53641.97,9366.06,LOW,0,0
ACC-2030100,"Mercado, Mark",3,TUBOD,HONDA,PCX160,Maxi-Scooter,132000.0,22400.0,109600.0,1,12,1.26,138096.0,11508.0,5,7,0.417,24000.0,0.479,Tricycle / Habal-Habal / Courier Driver,Owned (Clean Land Title),4.8,Head of Household,2,Bank Transfer,PRIME_CONSISTENT,0,0,3,1,0,1.0,0.895,active,57540.0,200.0,57340.0,45507.94,64092.06,0.0,80756.0,0.0,LOW,0,0
ACC-2030101,"Navarro, Lito",3,TUBOD,YAMAHA,MIO SPORTY,Scooter,73900.0,11000.0,62900.0,3,36,1.72,108188.0,3005.22,21,15,0.583,39900.0,0.075,Government / Public Teacher / Uniformed,Rented House / Apartment,4.4,Single,2,Cash at Counter,PRIME_CONSISTENT,0,0,17,0,0,1.0,0.972,active,63109.62,0.0,63109.62,36691.64,26208.36,0.0,38788.37,6290.01,LOW,0,0
ACC-2030102,"Navarro, Aileen",2,KAPATAGAN,KAWASAK,P24KK,Backbone/Tricycle,59000.0,11000.0,48000.0,2,24,1.48,71040.0,2960.0,21,3,0.875,96600.0,0.031,OFW Remittance / Seafarer Family,Owned (Clean Land Title),4.0,Married,0,Cash at Counter,ADVANCE_PREPAYER,0,0,22,0,0,1.1428571428571428,1.0,active,71040.0,0.0,71040.0,48000.0,0.0,0.0,0.0,0.0,LOW,0,0
ACC-2030103,"Abad, Danilo",1,LALA,KAWASAK,P24KK,Backbone/Tricycle,62000.0,16800.0,45200.0,3,36,1.72,77744.0,2159.56,6,30,0.167,33100.0,0.065,Government / Public Teacher / Uniformed,Owned (Clean Land Title),13.3,Married,3,Cash at Counter,PRIME_CONSISTENT,0,0,6,0,0,1.0,0.978,active,12957.36,0.0,12957.36,7533.35,37666.65,0.0,47459.98,17326.66,LOW,0,0
ACC-2030104,"Villanueva, Gemma",1,LALA,KAWASAK,CLICK 125I,Scooter,83500.0,11400.0,72100.0,2,24,1.48,106708.0,4446.17,22,2,0.917,47500.0,0.094,BPO / Tech / Remote Specialist,Rented House / Apartment,24.1,Married,2,Field Agent Collector,CHRONIC_OVERDUE,2,1,0,3,2,0.73,0.647,delinquent,71405.49,600.0,70805.49,47841.55,24258.45,9292.34,35902.51,0.0,LOW,1,0
ACC-2030105,"Navarro, Elena",2,KAPATAGAN,HONDA,CLICK 160,Maxi-Scooter,133500.0,22900.0,110600.0,2,24,1.48,163688.0,6820.33,7,17,0.292,50900.0,0.134,Government / Public Teacher / Uniformed,Rented House / Apartment,3.5,Married,5,Cash at Counter,PRIME_CONSISTENT,0,0,4,1,0,0.96,0.905,active,45832.62,200.0,45632.62,30832.85,79767.15,0.0,100506.61,17548.77,LOW,0,0
ACC-2030106,"Mendoza, Cesar",3,TUBOD,KAWASAK,CLICK 125I,Scooter,82000.0,8600.0,73400.0,2,24,1.48,108632.0,4526.33,11,13,0.458,54900.0,0.082,Healthcare / Nurse / Medical Staff,Informal Settler / Mortgaged / Tenant,8.5,Married,3,Cash at Counter,PRIME_CONSISTENT,0,0,11,0,0,1.0,0.962,active,49789.63,0.0,49789.63,33641.64,39758.36,0.0,50095.53,8746.84,HIGH,0,1
ACC-2030107,"Mercado, Bryan",3,TUBOD,YAMAHA,MIO GEAR 125,Scooter,79400.0,20500.0,58900.0,2,24,1.48,87172.0,3632.17,12,12,0.5,51900.0,0.07,OFW Remittance / Seafarer Family,Living with Parents / Family Compound,5.9,Single,4,Bank Transfer,PRIME_CONSISTENT,0,0,10,0,0,1.0,0.973,active,43586.04,0.0,43586.04,29450.03,29449.97,0.0,43585.96,0.0,HIGH,0,1
ACC-2030108,"Santos, Kenneth",1,LALA,YAMAHA,NMAX 155,Maxi-Scooter,151900.0,26100.0,125800.0,1,12,1.26,158508.0,13209.0,9,3,0.75,63500.0,0.208,BPO / Tech / Remote Specialist,Rented House / Apartment,3.1,Married,2,GCash / Maya,PRIME_CONSISTENT,0,0,9,0,0,1.0,0.948,active,118881.0,0.0,118881.0,94350.0,31450.0,0.0,39627.0,0.0,LOW,0,0
ACC-2030109,"Tolentino, Shirley",2,KAPATAGAN,YAMAHA,SNIPER 155,Sport Underbone,123900.0,25100.0,98800.0,1,12,1.26,124488.0,10374.0,8,4,0.667,38100.0,0.272,Government / Public Teacher / Uniformed,Owned (Clean Land Title),5.8,Head of Household,5,Cash at Counter,ADVANCE_PREPAYER,0,0,9,0,0,1.125,1.0,active,93366.0,0.0,93366.0,74100.0,24700.0,0.0,31122.0,0.0,LOW,0,0
ACC-2030110,"Tan, Rolando",1,LALA,KAWASAKI,P24KK (BARAKO II),Backbone/Tricycle,71500.0,19200.0,52300.0,2,24,1.48,77404.0,3225.17,14,10,0.583,62100.0,0.052,Micro-Business / Sari-Sari / Eatery Owner,Living with Parents / Family Compound,20.9,Married,0,Field Agent Collector,PRIME_CONSISTENT,0,0,10,0,0,1.0,0.973,active,45152.38,0.0,45152.38,30508.36,21791.64,0.0,32251.63,0.0,LOW,0,0
ACC-2030111,"Espino, Danilo",1,LALA,YAMAHA,NMAX 155,Maxi-Scooter,150400.0,38000.0,112400.0,1,12,1.26,141624.0,11802.0,10,2,0.833,24300.0,0.486,Private Corporate / Bank / Office Staff,Rented House / Apartment,4.3,Single,4,GCash / Maya,CHRONIC_OVERDUE,0,0,0,2,1,0.82,0.646,delinquent,96776.4,400.0,96376.4,76489.21,35910.79,12002.0,45247.6,0.0,LOW,0,0
ACC-2030112,"Valdez, Angelica",2,KAPATAGAN,HONDA,WAVE RSX,Underbone,61900.0,7900.0,54000.0,1,12,1.26,68040.0,5670.0,7,5,0.583,53000.0,0.107,BPO / Tech / Remote Specialist,Owned (Clean Land Title),4.6,Married,2,Bank Transfer,ADVANCE_PREPAYER,0,0,8,0,0,1.1428571428571428,1.0,active,45360.0,0.0,45360.0,36000.0,18000.0,0.0,22680.0,0.0,LOW,0,0
ACC-2030113,"Mercado, Bernadette",2,KAPATAGAN,KAWASAKI,ROUSER NS125,Sport Backbone,85000.0,14900.0,70100.0,2,24,1.48,103748.0,4322.83,2,22,0.083,104500.0,0.041,OFW Remittance / Seafarer Family,Living with Parents / Family Compound,5.7,Married,1,GCash / Maya,PRIME_CONSISTENT,0,0,2,0,0,1.0,0.943,active,8645.66,0.0,8645.66,5841.66,64258.34,0.0,80965.51,14136.83,LOW,0,0
ACC-2030114,"Reyes, Lito",2,KAPATAGAN,KAWASAK,CLICK 125I,Scooter,80500.0,10500.0,70000.0,2,24,1.48,103600.0,4316.67,6,18,0.25,69600.0,0.062,Government / Public Teacher / Uniformed,Living with Parents / Family Compound,2.7,Married,2,GCash / Maya,PRIME_CONSISTENT,1,0,2,0,0,0.97,0.836,active,25123.02,0.0,25123.02,16975.01,53024.99,0.0,66811.49,11665.5,LOW,0,0
ACC-2030115,"Navarro, Michael",2,KAPATAGAN,HONDA,WAVE RSX,Underbone,61900.0,13500.0,48400.0,1,12,1.26,60984.0,5082.0,10,2,0.833,35900.0,0.142,BPO / Tech / Remote Specialist,Living with Parents / Family Compound,15.1,Single,0,Cash at Counter,ADVANCE_PREPAYER,0,0,12,0,0,1.2,1.0,active,60984.0,0.0,60984.0,48400.0,0.0,0.0,0.0,0.0,HIGH,0,1
ACC-2030116,"Dela Cruz, Dante",1,LALA,HONDA,BEAT PREMIUM,Scooter,70900.0,8400.0,62500.0,1,12,1.26,78750.0,6562.5,2,10,0.167,21600.0,0.304,Tricycle / Habal-Habal / Courier Driver,Owned (Clean Land Title),8.7,Single,3,GCash / Maya,PRIME_CONSISTENT,0,0,3,0,0,0.98,0.918,active,12862.5,0.0,12862.5,10208.33,52291.67,0.0,65887.5,0.0,LOW,0,0
ACC-2030117,"Castillo, Cristina",1,LALA,YAMAHA,MIO FAZZIO,Retro Scooter,96900.0,14400.0,82500.0,2,24,1.48,122100.0,5087.5,1,23,0.042,54300.0,0.094,Private Corporate / Bank / Office Staff,Living with Parents / Family Compound,1.5,Married,2,Cash at Counter,PRIME_CONSISTENT,0,0,3,0,0,0.98,0.92,active,4985.75,0.0,4985.75,3368.75,79131.25,0.0,99705.38,17408.87,LOW,0,0
ACC-2030118,"Ramos, Kenneth",3,TUBOD,SUZUKI,RAIDER 150 FI,Underbone,118400.0,16700.0,101700.0,2,24,1.48,150516.0,6271.5,5,19,0.208,33200.0,0.189,Agriculture / Rice / Coconut Farmer,Living with Parents / Family Compound,4.1,Married,3,GCash / Maya,PRIME_CONSISTENT,0,0,3,0,0,0.95,0.851,active,29789.62,0.0,29789.62,20128.12,81571.88,0.0,102780.57,17945.81,LOW,0,0
ACC-2030119,"Mercado, Maria",2,KAPATAGAN,YAMAHA,SNIPER 155,Sport Underbone,122400.0,23400.0,99000.0,3,36,1.72,170280.0,4730.0,18,18,0.5,84600.0,0.056,OFW Remittance / Seafarer Family,Living with Parents / Family Compound,6.5,Married,1,GCash / Maya,ADVANCE_PREPAYER,0,0,11,0,0,1.1666666666666667,1.0,active,99330.0,0.0,99330.0,57750.0,41250.0,0.0,61050.0,9900.0,LOW,0,0
ACC-2030120,"Villanueva, Juan",2,KAPATAGAN,HONDA,BEAT PREMIUM,Scooter,69400.0,7900.0,61500.0,2,24,1.48,91020.0,3792.5,15,9,0.625,25600.0,0.148,Private Corporate / Bank / Office Staff,Rented House / Apartment,16.7,Single,1,Cash at Counter,PRIME_CONSISTENT,0,0,4,0,0,1.0,0.989,active,56887.5,0.0,56887.5,38437.5,23062.5,0.0,34132.5,0.0,LOW,0,0
ACC-2030121,"Fernandez, Jomar",1,LALA,HONDA,CT100B,Backbone/Tricycle,60500.0,16400.0,44100.0,1,12,1.26,55566.0,4630.5,8,4,0.667,71000.0,0.065,BPO / Tech / Remote Specialist,Owned (Clean Land Title),8.1,Single,0,Cash at Counter,PRIME_CONSISTENT,1,0,5,0,0,1.0,0.981,active,37044.0,0.0,37044.0,29400.0,14700.0,0.0,18522.0,0.0,LOW,0,0
ACC-2030122,"Aquino, Rowena",2,KAPATAGAN,SUZUKI,SMASH 115,Underbone,60900.0,9000.0,51900.0,2,24,1.48,76812.0,3200.5,2,22,0.083,47800.0,0.067,Government / Public Teacher / Uniformed,Informal Settler / Mortgaged / Tenant,1.2,Single,1,Cash at Counter,PRIME_CONSISTENT,0,0,1,1,0,0.98,0.863,active,6272.98,200.0,6072.98,4103.36,47796.64,0.0,60223.77,10515.26,LOW,0,0
ACC-2030123,"Macapagal, Eduardo",1,LALA,HONDA,ADV160,Adventure Scooter,166900.0,43100.0,123800.0,2,24,1.48,183224.0,7634.33,15,9,0.625,50600.0,0.151,Private Corporate / Bank / Office Staff,Living with Parents / Family Compound,3.0,Single,1,GCash / Maya,PRIME_CONSISTENT,0,0,13,0,0,1.0,0.942,active,114514.95,0.0,114514.95,77374.97,46425.03,0.0,68709.04,0.0,LOW,0,0
ACC-2030124,"Salazar, Angelica",1,LALA,HONDA,CLICK 160,Maxi-Scooter,132000.0,31900.0,100100.0,3,36,1.72,172172.0,4782.56,30,6,0.833,29000.0,0.165,BPO / Tech / Remote Specialist,Rented House / Apartment,7.1,Married,0,Bank Transfer,PRIME_CONSISTENT,2,0,3,1,0,0.98,0.934,active,140607.26,200.0,140407.26,81632.13,18467.87,0.0,31764.74,0.0,LOW,0,0
ACC-2030125,"Alcantara, Dante",3,TUBOD,SUZUKI,RAIDER 150 FI,Underbone,121400.0,14200.0,107200.0,1,12,1.26,135072.0,11256.0,12,0,1.0,31200.0,0.361,Private Corporate / Bank / Office Staff,Rented House / Apartment,7.2,Single,2,GCash / Maya,PRIME_CONSISTENT,0,0,1,1,0,0.98,0.879,active,132370.56,200.0,132170.56,104897.27,2302.73,0.0,3408.04,0.0,LOW,0,0
ACC-2030126,"Magno, Gemma",3,TUBOD,HONDA,PCX160,Maxi-Scooter,138000.0,15600.0,122400.0,2,24,1.48,181152.0,7548.0,21,3,0.875,26800.0,0.282,Tricycle / Habal-Habal / Courier Driver,Owned (Clean Land Title),14.3,Single,0,Bank Transfer,SEVERE_DEFAULT_HAZARD,3,0,0,5,3,0.21,0.209,defaulted,33286.68,1000.0,32286.68,21815.32,100584.68,23244.0,148865.33,0.0,LOW,1,0
ACC-2030127,"Retiza, Elena",3,TUBOD,YAMAHA,NMAX 155,Maxi-Scooter,151900.0,29600.0,122300.0,2,24,1.48,181004.0,7541.83,10,14,0.417,62200.0,0.121,BPO / Tech / Remote Specialist,Living with Parents / Family Compound,3.0,Married,2,Cash at Counter,PRIME_CONSISTENT,1,0,2,1,0,0.99,0.936,active,74664.12,200.0,74464.12,50313.59,71986.41,0.0,90702.88,15837.01,LOW,0,0
ACC-2030128,"Torres, Bernadette",2,KAPATAGAN,KAWASAKI,ROUSER NS125,Sport Backbone,79000.0,13300.0,65700.0,2,24,1.48,97236.0,4051.5,5,19,0.208,31700.0,0.128,Micro-Business / Sari-Sari / Eatery Owner,Owned (Clean Land Title),5.3,Married,2,GCash / Maya,PRIME_CONSISTENT,0,0,5,0,0,1.0,0.975,active,20257.5,0.0,20257.5,13687.5,52012.5,0.0,65535.75,11442.75,LOW,0,0
ACC-2030129,"Perez, Rowena",3,TUBOD,KAWASAKI,P24KK (BARAKO II),Backbone/Tricycle,65500.0,8100.0,57400.0,3,36,1.72,98728.0,2742.44,23,13,0.639,34600.0,0.079,Tricycle / Habal-Habal / Courier Driver,Living with Parents / Family Compound,5.0,Married,2,Cash at Counter,PRIME_CONSISTENT,0,0,1,1,0,0.99,0.853,active,62445.36,200.0,62245.36,36189.16,21210.84,0.0,31392.04,5090.6,LOW,0,0
ACC-2030130,"Torres, Jerome",3,TUBOD,YAMAHA,MIO GEAR 125,Scooter,77900.0,14500.0,63400.0,1,12,1.26,79884.0,6657.0,7,5,0.583,74800.0,0.089,OFW Remittance / Seafarer Family,Owned (Clean Land Title),1.7,Married,1,Field Agent Collector,PRIME_CONSISTENT,0,0,7,0,0,1.0,0.983,active,46599.0,0.0,46599.0,36983.33,26416.67,0.0,33285.0,0.0,LOW,0,0
ACC-2030131,"Garcia, Bryan",3,TUBOD,YAMAHA,MIO SPORTY,Scooter,73900.0,16300.0,57600.0,3,36,1.72,99072.0,2752.0,2,34,0.056,29800.0,0.092,Agriculture / Rice / Coconut Farmer,Owned (Clean Land Title),4.8,Married,0,Cash at Counter,SEASONAL_HARVEST,1,0,1,0,1,1.02,0.833,delinquent,5614.08,0.0,5614.08,3264.0,54336.0,2952.0,68463.36,24994.56,LOW,0,0
ACC-2030132,"Aquino, Shirley",2,KAPATAGAN,SUZUKI,RAIDER 150 FI,Underbone,119900.0,17400.0,102500.0,2,24,1.48,151700.0,6320.83,15,9,0.625,50400.0,0.125,Healthcare / Nurse / Medical Staff,Owned (Clean Land Title),7.5,Single,1,Field Agent Collector,PRIME_CONSISTENT,0,0,12,0,0,1.0,0.983,active,94812.45,0.0,94812.45,64062.47,38437.53,0.0,56887.54,0.0,LOW,0,0
ACC-2030133,"Santos, Bryan",1,LALA,HONDA,BEAT PREMIUM,Scooter,73900.0,17700.0,56200.0,1,12,1.26,70812.0,5901.0,4,8,0.333,67400.0,0.088,BPO / Tech / Remote Specialist,Owned (Clean Land Title),10.1,Head of Household,2,GCash / Maya,ADVANCE_PREPAYER,0,0,7,0,0,1.75,1.0,active,41307.0,0.0,41307.0,32783.33,23416.67,0.0,29505.0,0.0,LOW,0,0
ACC-2030134,"Magno, Grace",2,KAPATAGAN,KAWASAKI,ROUSER NS125,Sport Backbone,83500.0,17700.0,65800.0,2,24,1.48,97384.0,4057.67,22,2,0.917,20200.0,0.201,Tricycle / Habal-Habal / Courier Driver,Rented House / Apartment,3.3,Single,2,GCash / Maya,PRIME_CONSISTENT,0,0,4,1,0,0.99,0.882,active,88376.05,200.0,88176.05,59578.41,6221.59,0.0,9207.95,0.0,LOW,0,0
ACC-2030135,"Garcia, Christian",2,KAPATAGAN,YAMAHA,NMAX 155,Maxi-Scooter,150400.0,25200.0,125200.0,3,36,1.72,215344.0,5981.78,33,3,0.917,35200.0,0.17,Micro-Business / Sari-Sari / Eatery Owner,Owned (Clean Land Title),30.9,Single,3,GCash / Maya,CHRONIC_OVERDUE,2,1,0,2,1,0.67,0.575,delinquent,132257.16,400.0,131857.16,76661.14,48538.86,6181.78,83486.84,0.0,LOW,0,0
ACC-2030136,"Mendoza, Marilou",2,KAPATAGAN,KAWASAK,CLICK 125I,Scooter,85000.0,15200.0,69800.0,2,24,1.48,103304.0,4304.33,1,23,0.042,57700.0,0.075,Micro-Business / Sari-Sari / Eatery Owner,Living with Parents / Family Compound,3.2,Married,0,Cash at Counter,PRIME_CONSISTENT,1,0,4,0,0,0.98,0.89,active,4218.24,0.0,4218.24,2850.16,66949.84,0.0,84356.8,14728.96,LOW,0,0
ACC-2030137,"Fernandez, Rowena",3,TUBOD,SUZUKI,BURGMAN STREET 125,Maxi-Scooter,84900.0,22000.0,62900.0,1,12,1.26,79254.0,6604.5,9,3,0.75,28700.0,0.23,Micro-Business / Sari-Sari / Eatery Owner,Owned (Clean Land Title),16.4,Married,2,Cash at Counter,PRIME_CONSISTENT,0,0,9,0,0,1.0,0.953,active,59440.5,0.0,59440.5,47175.0,15725.0,0.0,19813.5,0.0,LOW,0,0
ACC-2030138,"Magno, Michael",1,LALA,KAWASAKI,ROUSER NS125,Sport Backbone,85000.0,14900.0,70100.0,2,24,1.48,103748.0,4322.83,23,1,0.958,35300.0,0.122,Skilled Tradesman / Welder / Carpenter,Rented House / Apartment,4.0,Single,2,GCash / Maya,CRUMB_PARTIAL,1,0,0,3,2,0.62,0.535,delinquent,61643.56,600.0,61043.56,41245.65,28854.35,9045.66,42704.44,0.0,LOW,1,0
ACC-2030139,"Magno, Cesar",1,LALA,YAMAHA,MIO FAZZIO,Retro Scooter,92400.0,24600.0,67800.0,2,24,1.48,100344.0,4181.0,12,12,0.5,29300.0,0.143,Retail Store / Security / Service Crew,Owned (Clean Land Title),12.9,Single,1,Cash at Counter,PRIME_CONSISTENT,0,0,5,0,0,1.0,0.971,active,50172.0,0.0,50172.0,33900.0,33900.0,0.0,50172.0,0.0,HIGH,0,1
ACC-2030140,"Tolentino, Bernadette",1,LALA,KAWASAKI,ROUSER NS125,Sport Backbone,82000.0,22800.0,59200.0,3,36,1.72,101824.0,2828.44,9,27,0.25,58800.0,0.048,BPO / Tech / Remote Specialist,Rented House / Apartment,6.3,Single,3,GCash / Maya,PRIME_CONSISTENT,0,0,9,0,0,1.0,0.972,active,25455.96,0.0,25455.96,14799.98,44400.02,0.0,55944.03,20424.0,LOW,0,0
ACC-2030141,"Alcantara, Jomar",3,TUBOD,HONDA,CLICK 160,Maxi-Scooter,133500.0,20200.0,113300.0,3,36,1.72,194876.0,5413.22,35,1,0.972,38800.0,0.14,Government / Public Teacher / Uniformed,Owned (Clean Land Title),6.2,Married,0,GCash / Maya,PRIME_CONSISTENT,1,0,16,0,0,1.0,0.998,active,189462.7,0.0,189462.7,110152.73,3147.27,0.0,5413.3,0.0,LOW,0,0
ACC-2030142,"Bautista, Joy",3,TUBOD,KAWASAK,P24KK,Backbone/Tricycle,62000.0,11100.0,50900.0,2,24,1.48,75332.0,3138.83,14,10,0.583,51200.0,0.061,Private Corporate / Bank / Office Staff,Living with Parents / Family Compound,13.3,Married,0,Bank Transfer,PRIME_CONSISTENT,0,0,6,0,0,1.0,0.953,active,43943.62,0.0,43943.62,29691.64,21208.36,0.0,31388.37,0.0,LOW,0,0
ACC-2030143,"Fernandez, Kenneth",3,TUBOD,YAMAHA,NMAX 155,Maxi-Scooter,148900.0,36000.0,112900.0,2,24,1.48,167092.0,6962.17,19,5,0.792,28600.0,0.243,Tricycle / Habal-Habal / Courier Driver,Informal Settler / Mortgaged / Tenant,10.6,Single,2,GCash / Maya,PRIME_CONSISTENT,0,0,4,1,0,0.97,0.893,active,128312.79,200.0,128112.79,86562.7,26337.3,0.0,38979.2,0.0,LOW,0,0
ACC-2030144,"Dela Cruz, Fatima",3,TUBOD,YAMAHA,AEROX 155,Sport Scooter,122400.0,25100.0,97300.0,2,24,1.48,144004.0,6000.17,14,10,0.583,30500.0,0.197,Micro-Business / Sari-Sari / Eatery Owner,Owned (Clean Land Title),1.9,Single,0,GCash / Maya,PRIME_CONSISTENT,0,0,2,1,0,1.0,0.855,active,84002.38,200.0,83802.38,56623.23,40676.77,0.0,60201.62,0.0,LOW,0,0
